binding_id,kind,translated_text,cn_annotations,review_scope,jp_utf8_sha256,en_utf8_sha256
pm:vm:photonmelodies11.rio.004:1169383896:00005476:00001,cvm,【夕呼】「虽说一路磕磕绊绊，总算还是走到这里了呢～～」<01>,[],layout_only,9e339a360228ca54759d7cbbb227bc04f2fd370b1726f9f7af34dff985a5a0f6,73e1dd9cf8a94f0aa6be0f6e67e198f4ce3079471b6921a4ad4058230770daa4
pm:vm:photonmelodies11.rio.004:1169383896:00005520:00002,cvm,【武】「是啊，终于要打决赛了」<01>,[],layout_only,b30598c89831138aeea92252ae2693166bd86b8ec30e82b5447ec5dd3103f732,573e5480f640850304b6d9fd669980f2e5cd293138408d142a2951e40ac5d694
pm:vm:photonmelodies11.rio.004:1169383896:00005576:00003,cvm,【夕呼】「嘛，只差一胜，干脆利落地赢下来吧。<0A>那样就是1亿哦？」<01>,[],layout_only,23a2bab25498667cdd1f2cc2d9979bc5f200df3b728f0c2a0efe0ccdb8b25779,6fabc33b3145961a1c54fe94316a714c961005d60aa46117bd7e7de52895d58f
pm:vm:photonmelodies11.rio.004:1169383896:00005620:00004,cvm,【武】「……………………是、是啊」<01>,[],layout_only,9e9ee1ee9e1609537371afa4d26965ab9430ce22f41b99a42846a623ff0fdf8f,56f3b8372198cf9b0c0bc26412efabd05285cef4b5b9a1a8972c2a59e85f4ca4
pm:vm:photonmelodies11.rio.004:1169383896:00005852:00005,cvm,【夕呼】「话说，对手是什么样的队伍？」<01>,[],layout_only,311b6b31f5e513240b72a9dbc514d86093b230ca39c6e1ac686cc1faa7ed00b0,6e43ca707b97b8645d9ff17fc5e6b77b04e77328b3e48dba84e751b44ebdb71a
pm:vm:photonmelodies11.rio.004:1169383896:00005896:00006,cvm,【武】「其实，这个嘛，之前我们一直没关注C、D组，<0A>所以不太清楚」<01>,[],layout_only,f62756ffc0e2731c39abf293eda26787f4f709f537b10597f2d2d6b2a7299c79,e3b9dc8c3faf51c4c7b2c10115714101d5acbbe331fafcd6207aeaffffe6207e
pm:vm:photonmelodies11.rio.004:1169383896:00007896:00007,cvm,【声音】「香月老师，您好」<01>,[],layout_only,a3df8cf820d659bceff97a0a910c57bcfed447395467acbfd0c2043298a16cfc,b19a99d90d7fc0c0288b14393fffcbda7a7038f74cb197aadc657fd08796dcc0
pm:vm:photonmelodies11.rio.004:1169383896:00007940:00008,cvm,…………嗯？<01>,[],layout_only,bd5cacb325df4f8d389c319de0f0c4a25b73448036d6901d63dc6707ed78fed7,ea2ad10933551d668ab9f5f3a51f735eb3c860e7e9643f150543c2af16a38162
pm:vm:photonmelodies11.rio.004:1169383896:00009668:00009,cvm,【武】「咦？风间前辈，还有…………宗像前辈」<01>,[],layout_only,db274783f0c52de707596a4593b24c5250acae8bd4dd36c6763e31e20055037a,161e43236ec94ad5d5479bc98e20c05306efd6042e9768bd0426c1aeb949c7d2
pm:vm:photonmelodies11.rio.004:1169383896:00009892:00010,cvm,【夕呼】「哎呀，两个人一起来了…………怎么？<0A>是来给我们加油助威的？」<01>,[],layout_only,06e53d93c9d7995a879c0d8fa0f4bf699df8be84f97702221434201982737fed,e2656c8af8765a3e40ba860998d01632c242ae9506d7985d71cde2853b2f29a2
