binding_id,kind,translated_text,cn_annotations,review_scope,jp_utf8_sha256,en_utf8_sha256
pm:vm:photonmelodies11.rio.004:1676972672:00000196:00001,cvm,——啊，那个<01>,[],layout_only,18558ae50df11c6913b833582391721074239c645a4dca73636ab8e137d0d000,bd0abea86982fbff0e2926db4b56bed5f688a8b7366e8d25bae624544abaddc3
pm:vm:photonmelodies11.rio.004:1676972672:00000252:00002,cvm,——行了，快去吧！<01>,[],layout_only,43e6d8b90faca72adcc87c9926dbbd187e34d389bc47f161dd9ae7c93c18a42f,0c76b1bd70766157e6777cb155fd33577bd7ddf2cba4238338f435b1491da098
pm:vm:photonmelodies11.rio.004:1676972672:00000336:00003,cvm,——啊<01>,[],layout_only,f167ba300a532d4451212bd221d8b1fdf5e6cc75960ad00be20feb9883938890,f02e56bdb3800449f511a8162c0fc31ba5c4e1494f0136d8b1f6f9f8d3d2c28f
pm:vm:photonmelodies11.rio.004:1676972672:00000404:00004,cvm,…………。<01>,[],layout_only,a8c0841fada26437e06edf4cc99a2f89302a31715e6fffabf09bae04dbbc9a80,8b9838ce3d87979c99406185b29994e51c8853c86ecd9f0c3a80843c34808661
pm:vm:photonmelodies11.rio.004:1676972672:00000448:00005,cvm,……………………唔嗯<01>,[],layout_only,125d2c52d50acb81f6c7def3cff8b9a9f0aade697ee7a6a0ee3ef21cc41b53e2,d4ff450872244ead81a508beb3515a08276b02ade2d00c22b86b620a0d046fc6
pm:vm:photonmelodies11.rio.004:1676972672:00000884:00006,cvm,【武】「……………………」<01>,[],layout_only,770975bc8d76964cd0683d1a3ba2ec947971272f34819d29aa5c66d3964a88d7,6a17c608647a040376434d02fd50f1e4124a141fe417bdc98ba4d3f27bdee35c
pm:vm:photonmelodies11.rio.004:1676972672:00001184:00007,cvm,【霞】「……………………」<01>,[],layout_only,ae1d9107f8f518af6cc974f9f2dd86cd5f6b05e10cdcd693676de81bca4abda6,09a1c5c4f3135e6f4548ece4982e45e31d0297b9ec63875c4a72c35e2f926c70
pm:vm:photonmelodies11.rio.004:1676972672:00001228:00008,cvm,【武】「咦…………霞？」<01>,[],layout_only,a9bae7e5f03219ce2fade693f7f21a62a086a0a1ce73295971ac7cfd59a365aa,8f1a353787fe46e24b6c7aa4278074b6eb2ba81b0278a2556f6beb8fc033ac60
pm:vm:photonmelodies11.rio.004:1676972672:00001284:00009,cvm,【霞】「那，那个…………」<01>,[],layout_only,b3dabcd442b63ac94c6e28741041161b6f57f79c8a9e7ae82d95d8e499ea1c0a,ef1ec2be77d356c05483f65e95a8a63653c6ecf4178d0db055c881d57eee08cd
pm:vm:photonmelodies11.rio.004:1676972672:00001384:00010,cvm,【武】「呜哇啊啊啊啊啊啊啊啊！！」<01>,[],layout_only,952f94757948be1d72ef56b3a3b4a97aeb131b5606a529ecf3a8fb8d25e3c92f,5a40294c431aa06e9e05545d07240bc8adaacd92ee6214c272086b05dc4d337c
pm:vm:photonmelodies11.rio.004:1676972672:00001776:00011,cvm,【霞】「……………………」<01>,[],layout_only,ae1d9107f8f518af6cc974f9f2dd86cd5f6b05e10cdcd693676de81bca4abda6,09a1c5c4f3135e6f4548ece4982e45e31d0297b9ec63875c4a72c35e2f926c70
pm:vm:photonmelodies11.rio.004:1676972672:00001820:00012,cvm,【武】「你…………你…………」<01>,[],layout_only,c596b7cbb7832f870e07f142e756eaf45487671d6bb83c03fd15c60a876faa10,f3ef8b967190383c93cd1945c7b360ed1ad1d0aaf3ce376b88e5042612102ba4
pm:vm:photonmelodies11.rio.004:1676972672:00001864:00013,cvm,你你你你为什么穿成这样啊——！！！<01>,[],layout_only,64e90c74522a40e8e71f5955605c6e26cc082b3f9c5d2b4c24a89770e3b98919,e048826a89cee6b85639f95440224b000eae9df5e508c3a6e6f688a43c021e35
pm:vm:photonmelodies11.rio.004:1676972672:00001920:00014,cvm,【霞】「…………我，我本来排第二…………<0A>纯夏是第一…………」<01>,[],layout_only,1a1593760badafd8023cdb85a9ff895b9defcd7fe1b0ca0ed756d0c08fe2f3a5,7415834aae985bf053fdeb8fb9e65dbb21bba0a09080df708c132092d974158f
pm:vm:photonmelodies11.rio.004:1676972672:00001964:00015,cvm,【武】「第一？第二？什，什么的第一第二！？——啊！！」<01>,[],layout_only,43180731ba8f890d5fa7079eb9832f2d66fec8bfb4a1f234ad20bb941e80281f,af0ff352076ba8133ca0ad35f05d27c6d2968e7aefa2ca98a17ce61adefbab54
pm:vm:photonmelodies11.rio.004:1676972672:00003800:00016,cvm,【武】「我忘了————！！！」<01>,[],layout_only,ae969e45bdc76c61bdae30c989659a3abc9103696ea614b92b57ff7508d7fc77,a0b88208b134efe47f2581d72accad38ef7495e180ea4a14e8ea57c6c4a1bb0b
