binding_id,kind,translated_text,cn_annotations,review_scope,jp_utf8_sha256,en_utf8_sha256
pm:vm:photonmelodies11.rio.004:426952928:00000752:00001,cvm,【纯夏】「我说我说，小武，吃完饭以后，<0A>就由我来教你滑雪吧」<01>,[],layout_only,9ebd8cf7b90d20b55aa1b1517898e1b98f8e828e9c06b63a13fbd03902138792,456535209ade763a8a3232027498fb58022be0a4a35abef67bf0b4cd81bc29b6
pm:vm:photonmelodies11.rio.004:426952928:00000796:00002,cvm,【武】「我可一句自己不会都没有说过」<01>,[],layout_only,20c6714aa7040c8150e317659ba35ab7319d1a249c57ea14cde826c06615cf0b,b776ebcabaf4c15ff881307defaed7cadd29dfa95d5111dfca061b57b5825691
pm:vm:photonmelodies11.rio.004:426952928:00001440:00003,cvm,【千鹤】「你就老实承认吧？」<01>,[],layout_only,b985a23ab6f648aa9ab7fd593a1699c71cbcecb7d50a80258250226d1d20d8f0,370c8d1e8f6e2e50e6ca943507e7e6f5e87e7ec8f4a206f062043b5fba9fb94f
pm:vm:photonmelodies11.rio.004:426952928:00002084:00004,cvm,【柏木】「就是啊，就算白银同学不会滑雪，<0A>也没有人在意啦！啊哈哈…………！」<01>,[],layout_only,4ab756a1f840a22d0e69f36bc4fbc930df756f50e847293a7363e5ca6798f86a,aaf79dff8fa1b5b4a900ee2b6fb47a46fe7c7b7d9066da7e2fe2b37f5394b6c2
pm:vm:photonmelodies11.rio.004:426952928:00002128:00005,cvm,…………别说得这么轻描淡写啊。<0A>没人介意反而也让我很不甘心。<01>,[],layout_only,64b5b0ac626e14f527970d77c586d119c1dc7de786dcccb427cee85f1bd60502,7790d466b1e9182283da59478f0c2dad62a037c6408080e1b536e83ed4f507d6
pm:vm:photonmelodies11.rio.004:426952928:00002360:00006,cvm,【慧】「太把自己当回事？」<01>,[],layout_only,d97af80cd37e3056acc9bc536f895dbf2160810f6f2231c7292bf37202323760,b93959283b202e08c593b3bf2bd1fb670feb9e641d45be993d6229a2084e4be5
pm:vm:photonmelodies11.rio.004:426952928:00002404:00007,cvm,【武】「吵死了！——我知道了…………好好好，<0A>我既不会双板滑雪，也不会单板滑雪！！」<01>,[],layout_only,bb7359e53fee321d2a38b9ca67292c9dbb4a263e51bdcc935134a190368aba2f,b3863f9b6234004c2c9ed6a0fb81748fa594ccacf165a11d22f09b8edf298b4c
pm:vm:photonmelodies11.rio.004:426952928:00002460:00008,cvm,【千鹤】「呵呵呵…………。不过，你的运动能力还算不错，<0A>开始学的话应该很快就能上手吧？」<01>,[],layout_only,f99a8dfe7df02e44c24e25d53a2a90f9161fd7e80cbfcf045b83d3c5ce9d39b9,045df75c6b606459d5a089d4f50e04f6b9fbbeb7cb9e124433075c733f973061
pm:vm:photonmelodies11.rio.004:426952928:00002972:00009,cvm,【纯夏】「那就，一起去滑雪吧！！」<01>,[],layout_only,83cb6d26dfdbbb5c9f7ca94cfa4bc335e54da5a115e7f0e8a06cdb57e8496b11,26de6b766667d5ccd0f64c61804e07294f039447e2e5299cde60bab7db4eee54
pm:vm:photonmelodies11.rio.004:426952928:00003016:00010,cvm,【武】「我拒绝！唯独你，我绝对不会让你来教！！」<01>,[],layout_only,0fff4e10da089ef2ce72ec71bed2cf4e2404bcc7f45cc087ae18ee517840f440,1f891298ecb789d878f97050ac7be00318f7574a86fc92fad3d1475c4528ba1c
