call_order,stable_id,rio_file,scene,source_text_sha256,translated_text
1,pm:static:photonmelodies11.rio.002:1214082412:00003241,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,B4B05CBBD47693C49223D92347CD956F0FB39F5C90A0AEE2A4980C9165A826EC,【博士】「…<03>…<03>将输出功率提高到75%。」<01>
2,pm:static:photonmelodies11.rio.002:1214082412:00003373,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,617AFE461A6AE0F592DC163F87F8C717FF93A399D6AE10356D2BC6614003223D,【技师】「明白，<03>输出功率75%。」<01>
3,pm:static:photonmelodies11.rio.002:1214082412:00003497,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,38C0BFA9E762ACEAF82C285E9E29D87D6AA5EA4D6773D275DAD970809F9A8C78,【博士】「情况如何？」<01>
4,pm:static:photonmelodies11.rio.002:1214082412:00003589,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,A303C88F94A1C31AF5A534BA4BA0612DF4A0F6117D1AC1C5179BAE343D7D5B85,【操作员】「目前没有问题，<03>运行稳定。」<01>
5,pm:static:photonmelodies11.rio.002:1214082412:00003777,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,8E80C3CF06D9ABD516CF56FB06F32C805810E0EFEF2CFFA3D0A74C5ED207C266,【长官】「好…<03>…<03>很好，继续倒计时。」<01>
6,pm:static:photonmelodies11.rio.002:1214082412:00003939,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,D7D39594A61FE12B3A0021308787F0952F0AF1D77FB6EBBA43D8E50FBF6041AA,【博士】「将输出功率提高到80%。」<01>
7,pm:static:photonmelodies11.rio.002:1214082412:00004035,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,BB403AD55D8382F519231C40794C96DEC010AB7550DB513BE61A072B0541F6F4,【技师】「明白，<03>输出功率80%。」<01>
8,pm:static:photonmelodies11.rio.002:1214082412:00004159,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,EA9053427F523A7CF5DAA5341FBA311A4627B2E24D818247ADAB8533C240486D,【长官】「博士，<03>终于到这一刻了。」<01>
9,pm:static:photonmelodies11.rio.002:1214082412:00004325,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,B8ABB42AAF9604EC30D6CE836CED00843D106058BCD44A94B71D8A2D98371242,【博士】「是，长官，<03>这项次临界试验一旦成功，我国的核战略就将迎来重大转折——」<01>
10,pm:static:photonmelodies11.rio.002:1214082412:00004715,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,CF9AC78302A70FB6143AD1A06B2C70E7C59828FB51FE8AA78911CD27DFE1C5B3,【博士】「——什么！？　出什么事了！！」<01>
11,pm:static:photonmelodies11.rio.002:1214082412:00004845,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,BFD2D4B330906FFAEC360682D6AE79F4DB9BF8871BFCB626E8DA5D7C0C19FEB8,【操作员】「——不知道！」<01>
12,pm:static:photonmelodies11.rio.002:1214082412:00004943,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,E81D63EDDAC6B1A91CB94B0B1300C510159A9999171E85105F04A2163918335D,【技师】「——博士！　传感器有反应…<03>…<03>是高强度中微子！！」<01>
13,pm:static:photonmelodies11.rio.002:1214082412:00005185,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,EE94A1258AF650569C12D375F7DF4DF2F640A4FD00492F894F0510F7CDD1C026,【博士】「——什么！？　怎么回事！？　——是未观测到的太阳耀斑吗！？」<01>
14,pm:static:photonmelodies11.rio.002:1214082412:00005421,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,DD3A8A61CB6D9A4399132915B66C594FF6EC50DD421A958911C9CDD5F3957F11,【操作员】「——不清楚…<03>…<03>但至少可以确定…<03>…<03>它是从研究所外部放射出来的！」<01>
15,pm:static:photonmelodies11.rio.002:1214082412:00005753,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,528D5498AC7BCB4F265E85962B2A72CC5B1E3415AF890DBB7DBC317CBFBDB21F,【长官】「…<03>…<03>博士，<03>这到底是怎么回事——！！？」<01>
16,pm:static:photonmelodies11.rio.002:1214082412:00005931,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,77661A35BEF3A7FA9AFB59291AD846DBE1716CCFB32259587DBC20A0CCC8AE04,【博士】「——我、<03>我也不知道！」<01>
17,pm:static:photonmelodies11.rio.002:1214082412:00006079,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,56EE6E5FA46A6E13D138C100C7CEDBF3BDB26F7CE3788657DD14F5E92BAC62B4,【技师】「——博士，<03>不好了，钚…<03>…<03>钚达到临界了！！」<01>
18,pm:static:photonmelodies11.rio.002:1214082412:00006361,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,49F1CB5FB3BB659D68245E83D67C58F9D9F7D0B78A72D1FE097619DB5D4D28F4,【博士】「——不可能！？　——全、<03>…<03>全员撤离！　——关闭隔离壁！！」<01>
19,pm:static:photonmelodies11.rio.002:1214082412:00006609,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,0792F9BA0AD0B252E8F7B8E6DC0640EBFD109DCA33A92D901FBBB7F6FACE3C24,【长官】「——你说临界了！？　到底怎么回事！？　要是在这种地方发生核爆炸——！！！」<01>
20,pm:static:photonmelodies11.rio.002:1214082412:00006931,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,8057604971F47B6786DFB1AA462F47C69EB6E7F4B68FB22F1B27B9B5B72DE9E8,【操作员】「——钚已达到临界！」<01>
21,pm:static:photonmelodies11.rio.002:1214082412:00007107,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,4D1AE2E04B1D0152A3A4A981060FEAC6969244B2F290F954FB0BAEB83E621792,【博士】「——啊啊，上帝啊…<03>…<03>！！！」<01>
22,pm:static:photonmelodies11.rio.002:1214082412:00007217,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,F21CF9EAB05D19531AA411D5A69DD33F2AA52DFD47640E39E6C307EFDEB121C9,【长官】「…<03>…<03>…<03>…<03>！？」<01>
23,pm:static:photonmelodies11.rio.002:1214082412:00007297,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,7D75C24C0E6B6475A40C1F6137EEC6614A739D622B29E28F618FED8D7A4B3A49,【博士】「…<03>…<03>怎…<03>…<03>怎么了？」<01>
24,pm:static:photonmelodies11.rio.002:1214082412:00007409,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,7D0E295204BC4D20AA1534324C7AF6710BE442661867C5CE0EE632FD34BBC2E2,【操作员】「那、<03>那个…<03>…<03>反应消失了。」<01>
25,pm:static:photonmelodies11.rio.002:1214082412:00007571,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,9EDEC2F691060F6E610627A9D4D028C93088A3C1206DF8E5546E8CCD296E108E,【长官】「…<03>…<03>什么？」<01>
26,pm:static:photonmelodies11.rio.002:1214082412:00007647,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1214082412,63E67234AA07FBA6B453C5CC4DD0C803B79798E63FC16B4AB3BC199584051F17,【博士】「…<03>…<03>…<03>…<03>到底…<03>…<03>发生了什么…<03>…<03>…<03>…<03>」<01>
27,pm:static:photonmelodies11.rio.002:1544313288:00207902,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1544313288,EDA3AB7AF18BFA0202B85C4BE6DFA5A767A619DCD57ECA29AB25F2E10E3310F7,——小武——！<01>
28,pm:static:photonmelodies11.rio.002:1544313288:00207956,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1544313288,8DA2D3AE6794D03B5EC4EA8102C029854BC719A3087F406BBFFBC4118D48BAB7,——小武——？<01>
29,pm:static:photonmelodies11.rio.002:1544313288:00208010,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1544313288,EDA3AB7AF18BFA0202B85C4BE6DFA5A767A619DCD57ECA29AB25F2E10E3310F7,——小武——！<01>
30,pm:static:photonmelodies11.rio.002:1544313288:00208064,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1544313288,B94ACC8FAC986E101A7E754CCD3AA6C49EEC98D34C6B708DF03F63DE60AF2A28,嗯嗯…<03>…<03><01>
31,pm:static:photonmelodies11.rio.002:1544313288:00208100,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1544313288,055CB0F16D8CE2BC9CCC924590DF454905FC78EF53C5F6EE7BD74A6450ADA66E,——小——武——！！<01>
32,pm:static:photonmelodies11.rio.002:1544313288:00208164,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1544313288,D8E101957B2500748608188732FDB25CE37712130FE66978DF0D75DED73AFE45,嗯嗯嗯…<03>…<03>…<03>…<03><01>
33,pm:static:photonmelodies11.rio.002:1544313288:00208214,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1544313288,B9237CAD8442AA190CF4914FA203633042A65FA733BEC628AAAFD8D14F7CBE4C,【声音】「嘻嘻！　今天也打起精神去叫他起床吧——！！」<01>
34,pm:static:photonmelodies11.rio.002:1544313288:00208464,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1544313288,22F40FE987F88A4DE9F6D7592F683B8627EE6B7E67949719FCCF8A4C734C1268,【武】「嗯嗯…<03>…<03>嗯啊～～～」<01>
35,pm:static:photonmelodies11.rio.002:1544313288:00208550,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1544313288,9A4C54B263CB3C58B175C55A0D5F3C4C55B5594BE4DC7A5A418872D3478475A5,【武】「…<03>…<03>…<03>…<03>」<01>
36,pm:static:photonmelodies11.rio.002:1544313288:00208616,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1544313288,AA3F449CA07DE06BE87732B490A5847C226FA38B36233D067F3E257DBB65255F,【声音】「你终于醒了…<03>…<03>武」<01>
37,pm:static:photonmelodies11.rio.002:1544313288:00208748,photonmelodies11.rio.002,crsa:photonmelodies11.rio.002@1544313288,3D934C19D19661A96609223B9A6BB3DFC1F3D50956B31D611EBB7DE3C6EF4AF2,【武】「…<03>…<03>咦？」<01>
